Name,Version,LatestVersion,License,Website,ComponentType,Labels,Files,Vulnerabilities
jackson-databind,2.9.0,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}","http://github.com/FasterXML/jackson",Unknown,[],"[{""Timestamp"":1501388490000,""File"":""14fb5f088cc0b0dc90a73ba745bcade4961a3ee3.jar""}]","[{""CVE"":""CVE-2018-1000873"",""Date"":1545326940000,""CVSS"":""4.3"",""Type"":""Exact Match""},{""CVE"":""CVE-2018-14718"",""Date"":1546453740000,""CVSS"":""7.5"",""Type"":""Exact Match""},{""CVE"":""CVE-2018-7489"",""Date"":1519658940000,""CVSS"":""7.5"",""Type"":""Exact Match""},{""CVE"":""CVE-2018-11307"",""Date"":1562688900000,""CVSS"":""7.5"",""Type"":""Exact Match""},{""CVE"":""CVE-2018-5968"",""Date"":1516595340000,""CVSS"":""5.1"",""Type"":""Exact Match""},{""CVE"":""CVE-2017-15095"",""Date"":1517930940000,""CVSS"":""7.5"",""Type"":""Exact Match""},{""CVE"":""CVE-2019-14540"",""Date"":1568585700000,""CVSS"":""7.5"",""Type"":""Exact Match""},{""CVE"":""CVE-2019-16335"",""Date"":1568585700000,""CVSS"":""7.5"",""Type"":""Exact Match""},{""CVE"":""CVE-2019-16942"",""Date"":1569950100000,""CVSS"":""7.5"",""Type"":""Exact Match""},{""CVE"":""CVE-2019-16943"",""Date"":1569950100000,""CVSS"":""7.5"",""Type"":""Exact Match""},{""CVE"":""CVE-2019-17267"",""Date"":1570407300000,""CVSS"":""7.5"",""Type"":""Exact Match""},{""CVE"":""CVE-2019-17531"",""Date"":1570914900000,""CVSS"":""7.5"",""Type"":""Exact Match""},{""CVE"":""CVE-2018-12022"",""Date"":1553184000000,""CVSS"":""5.1"",""Type"":""Exact Match""},{""CVE"":""CVE-2018-12023"",""Date"":1553184000000,""CVSS"":""5.1"",""Type"":""Exact Match""},{""CVE"":""CVE-2018-14719"",""Date"":1546453740000,""CVSS"":""7.5"",""Type"":""Exact Match""},{""CVE"":""CVE-2018-14720"",""Date"":1546453740000,""CVSS"":""7.5"",""Type"":""Exact Match""},{""CVE"":""CVE-2018-14721"",""Date"":1546453740000,""CVSS"":""7.5"",""Type"":""Exact Match""},{""CVE"":""CVE-2019-14379"",""Date"":1564402500000,""CVSS"":""7.5"",""Type"":""Exact Match""},{""CVE"":""CVE-2018-19360"",""Date"":1546453740000,""CVSS"":""7.5"",""Type"":""Exact Match""},{""CVE"":""CVE-2018-19361"",""Date"":1546453740000,""CVSS"":""7.5"",""Type"":""Exact Match""},{""CVE"":""CVE-2018-19362"",""Date"":1546453740000,""CVSS"":""7.5"",""Type"":""Exact Match""},{""CVE"":""CVE-2019-12086"",""Date"":1558114140000,""CVSS"":""5.0"",""Type"":""Exact Match""},{""CVE"":""CVE-2019-12814"",""Date"":1560953700000,""CVSS"":""4.3"",""Type"":""Exact Match""},{""CVE"":""CVE-2019-14439"",""Date"":1564485300000,""CVSS"":""5.0"",""Type"":""Exact Match""},{""CVE"":""CVE-2019-12384"",""Date"":1561392900000,""CVSS"":""4.3"",""Type"":""Exact Match""}]"
persistence-api,1.0.0,,"{""Name"":""CDDL"",""URL"":""https://opensource.org/licenses/CDDL-1.0"",""Type"":""lgpl""}",,Unknown,[],"[{""Timestamp"":1374791560000,""File"":""5e731d961297e5a07290bfaf3db1fbc8bbbf405a.jar""}]",[]
postgresql-jdbc,9.1,,"{""Name"":""PostgreSQL"",""URL"":""http://opensource.org/licenses/postgresql"",""Type"":""permissive""}","http://jdbc.postgresql.org",Unknown,[],"[{""Timestamp"":1097567716000,""File"":""153f2f92a786f12fc111d0111f709012df87c808.jar""}]",[]
hibernate-search-orm,5.1.2,,"{""Name"":""LGPL"",""URL"":""https://www.gnu.org/copyleft/lesser.html"",""Type"":""lgpl""}",,Unknown,[],"[{""Timestamp"":1429836174000,""File"":""5d6ff90ae744d5687199f101e51b89ec58c1796e.jar""}]",[]
commons-validator,1.4.0,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}","http://commons.apache.org/proper/commons-validator/",Unknown,[],"[{""Timestamp"":1327840722000,""File"":""42fa1046955ade59f5354a1876cfc523cea33815.jar""}]",[]
jetty-webapp,9.3.3.v20150827,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}","http://www.eclipse.org/jetty",Unknown,[],"[{""Timestamp"":1440671768000,""File"":""47ff01a83f891fd6dceee87831fde6327d56de86.jar""}]",[]
maven-invoker,2.2,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}",,Unknown,[],"[{""Timestamp"":1426939448000,""File"":""d029ea4667f0f19d27e6407cb66d68e0518b2ed1.jar""}]",[]
archetype-catalog,2.4,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}",,Unknown,[],"[{""Timestamp"":1439162080000,""File"":""f10961d68979f81cfabe428946d33354a45381dd.jar""}]",[]
xerces-j,2.8.0,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}",,Unknown,[],"[{""Timestamp"":1141157674000,""File"":""cfd3ebe2f8034e660344f9108c3e2daf78c29cc3.jar""}]","[{""CVE"":""CVE-2012-0881"",""Date"":1509380940000,""CVSS"":""7.8"",""Type"":""Exact Match""},{""CVE"":""CVE-2018-2799"",""Date"":1524104940000,""CVSS"":""5.0"",""Type"":""Exact Match""}]"
commons-fileupload,1.3.3,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}","http://commons.apache.org/proper/commons-fileupload/",Unknown,[],"[{""Timestamp"":1497032668000,""File"":""04ff14d809195b711fd6bcc87e6777f886730ca1.jar""}]",[]
tomcat,,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}",,java,[],"[{""Timestamp"":1435923884000,""File"":""f8cadce1d566908f9851a6caf47d33ab6497e135.jar""}]","[{""CVE"":""CVE-2016-3092"",""Date"":1467673140000,""CVSS"":""7.8"",""Type"":""Exact Match""},{""CVE"":""CVE-2018-1304"",""Date"":1519849740000,""CVSS"":""4.3"",""Type"":""Exact Match""},{""CVE"":""CVE-2017-5647"",""Date"":1492448340000,""CVSS"":""5.0"",""Type"":""Exact Match""},{""CVE"":""CVE-2017-5648"",""Date"":1492448340000,""CVSS"":""6.4"",""Type"":""Exact Match""},{""CVE"":""CVE-2017-5650"",""Date"":1492448340000,""CVSS"":""5.0"",""Type"":""Exact Match""},{""CVE"":""CVE-2017-5651"",""Date"":1492448340000,""CVSS"":""7.5"",""Type"":""Exact Match""},{""CVE"":""CVE-2017-5664"",""Date"":1496759340000,""CVSS"":""5.0"",""Type"":""Exact Match""},{""CVE"":""CVE-2017-6056"",""Date"":1487318340000,""CVSS"":""5.0"",""Type"":""Exact Match""},{""CVE"":""CVE-2017-7674"",""Date"":1502418540000,""CVSS"":""4.3"",""Type"":""Exact Match""},{""CVE"":""CVE-2017-7675"",""Date"":1502418540000,""CVSS"":""5.0"",""Type"":""Exact Match""},{""CVE"":""CVE-2019-10072"",""Date"":1561140900000,""CVSS"":""5.0"",""Type"":""Exact Match""},{""CVE"":""CVE-2016-0706"",""Date"":1456365540000,""CVSS"":""4.0"",""Type"":""Exact Match""},{""CVE"":""CVE-2016-0714"",""Date"":1456365540000,""CVSS"":""6.5"",""Type"":""Exact Match""},{""CVE"":""CVE-2016-0762"",""Date"":1502382540000,""CVSS"":""4.3"",""Type"":""Exact Match""},{""CVE"":""CVE-2016-0763"",""Date"":1456365540000,""CVSS"":""6.5"",""Type"":""Exact Match""},{""CVE"":""CVE-2016-1240"",""Date"":1475510340000,""CVSS"":""7.2"",""Type"":""Exact Match""},{""CVE"":""CVE-2016-5018"",""Date"":1502382540000,""CVSS"":""5.0"",""Type"":""Exact Match""},{""CVE"":""CVE-2016-5388"",""Date"":1468893600000,""CVSS"":""5.1"",""Type"":""Exact Match""},{""CVE"":""CVE-2016-5425"",""Date"":1476370740000,""CVSS"":""7.2"",""Type"":""Exact Match""},{""CVE"":""CVE-2016-6325"",""Date"":1476370740000,""CVSS"":""7.2"",""Type"":""Exact Match""},{""CVE"":""CVE-2016-6794"",""Date"":1502382540000,""CVSS"":""5.0"",""Type"":""Exact Match""},{""CVE"":""CVE-2016-6796"",""Date"":1502418540000,""CVSS"":""5.0"",""Type"":""Exact Match""},{""CVE"":""CVE-2016-6797"",""Date"":1502404140000,""CVSS"":""5.0"",""Type"":""Exact Match""},{""CVE"":""CVE-2016-6816"",""Date"":1490036340000,""CVSS"":""6.8"",""Type"":""Exact Match""},{""CVE"":""CVE-2016-6817"",""Date"":1502404140000,""CVSS"":""5.0"",""Type"":""Exact Match""},{""CVE"":""CVE-2016-8735"",""Date"":1491515940000,""CVSS"":""7.5"",""Type"":""Exact Match""},{""CVE"":""CVE-2016-8745"",""Date"":1502404140000,""CVSS"":""5.0"",""Type"":""Exact Match""},{""CVE"":""CVE-2016-8747"",""Date"":1489485540000,""CVSS"":""5.0"",""Type"":""Exact Match""},{""CVE"":""CVE-2016-9774"",""Date"":1490288340000,""CVSS"":""7.2"",""Type"":""Exact Match""},{""CVE"":""CVE-2016-9775"",""Date"":1490288340000,""CVSS"":""7.2"",""Type"":""Exact Match""},{""CVE"":""CVE-2017-12615"",""Date"":1505827740000,""CVSS"":""6.8"",""Type"":""Exact Match""},{""CVE"":""CVE-2018-8014"",""Date"":1526488140000,""CVSS"":""7.5"",""Type"":""Exact Match""},{""CVE"":""CVE-2017-15706"",""Date"":1517408940000,""CVSS"":""5.0"",""Type"":""Exact Match""},{""CVE"":""CVE-2017-12616"",""Date"":1505827740000,""CVSS"":""5.0"",""Type"":""Exact Match""},{""CVE"":""CVE-2017-12617"",""Date"":1507080540000,""CVSS"":""6.8"",""Type"":""Exact Match""},{""CVE"":""CVE-2014-9634"",""Date"":1505226540000,""CVSS"":""5.0"",""Type"":""Exact Match""},{""CVE"":""CVE-2014-9635"",""Date"":1505226540000,""CVSS"":""5.0"",""Type"":""Exact Match""},{""CVE"":""CVE-2018-1305"",""Date"":1519428540000,""CVSS"":""4.0"",""Type"":""Exact Match""},{""CVE"":""CVE-2015-5174"",""Date"":1456365540000,""CVSS"":""4.0"",""Type"":""Exact Match""},{""CVE"":""CVE-2015-5345"",""Date"":1456365540000,""CVSS"":""5.0"",""Type"":""Exact Match""},{""CVE"":""CVE-2015-5346"",""Date"":1456365540000,""CVSS"":""6.8"",""Type"":""Exact Match""},{""CVE"":""CVE-2015-5351"",""Date"":1456365540000,""CVSS"":""6.8"",""Type"":""Exact Match""},{""CVE"":""CVE-2018-1336"",""Date"":1533220140000,""CVSS"":""5.0"",""Type"":""Exact Match""},{""CVE"":""CVE-2018-8034"",""Date"":1533148140000,""CVSS"":""5.0"",""Type"":""Exact Match""},{""CVE"":""CVE-2018-8037"",""Date"":1533220140000,""CVSS"":""4.3"",""Type"":""Exact Match""},{""CVE"":""CVE-2018-11784"",""Date"":1538659740000,""CVSS"":""4.3"",""Type"":""Exact Match""},{""CVE"":""CVE-2019-0199"",""Date"":1554910140000,""CVSS"":""5.0"",""Type"":""Exact Match""},{""CVE"":""CVE-2019-0232"",""Date"":1555342140000,""CVSS"":""9.3"",""Type"":""Exact Match""},{""CVE"":""CVE-2019-0221"",""Date"":1559082540000,""CVSS"":""4.3"",""Type"":""Exact Match""}]"
maven-shared-utils,3.3.0,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}",,Unknown,[],"[{""Timestamp"":1551788300000,""File"":""48cf17384ff4175a958c45d28236f9fdaa3b4ded.jar""}]",[]
jackson-databind,2.9.8,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}","http://github.com/FasterXML/jackson",Unknown,[],"[{""Timestamp"":1544911130000,""File"":""11283f21cc480aa86c4df7a0a3243ec508372ed2.jar""}]","[{""CVE"":""CVE-2019-17267"",""Date"":1570407300000,""CVSS"":""7.5"",""Type"":""Exact Match""},{""CVE"":""CVE-2019-14540"",""Date"":1568585700000,""CVSS"":""7.5"",""Type"":""Exact Match""},{""CVE"":""CVE-2019-16335"",""Date"":1568585700000,""CVSS"":""7.5"",""Type"":""Exact Match""},{""CVE"":""CVE-2019-12814"",""Date"":1560953700000,""CVSS"":""4.3"",""Type"":""Exact Match""},{""CVE"":""CVE-2019-12384"",""Date"":1561392900000,""CVSS"":""4.3"",""Type"":""Exact Match""},{""CVE"":""CVE-2019-12086"",""Date"":1558114140000,""CVSS"":""5.0"",""Type"":""Exact Match""},{""CVE"":""CVE-2019-17531"",""Date"":1570914900000,""CVSS"":""7.5"",""Type"":""Exact Match""},{""CVE"":""CVE-2019-16942"",""Date"":1569950100000,""CVSS"":""7.5"",""Type"":""Exact Match""},{""CVE"":""CVE-2019-16943"",""Date"":1569950100000,""CVSS"":""7.5"",""Type"":""Exact Match""},{""CVE"":""CVE-2019-14379"",""Date"":1564402500000,""CVSS"":""7.5"",""Type"":""Exact Match""},{""CVE"":""CVE-2019-14439"",""Date"":1564485300000,""CVSS"":""5.0"",""Type"":""Exact Match""}]"
jetty-http,9.3.3.v20150827,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}",,Unknown,[],"[{""Timestamp"":1440671768000,""File"":""32bd3218b6d5258bbccee83f36b1cd9e80c04d0c.jar""}]",[]
plexus-interactivity-api,1.0-alpha-6,,"{""Name"":""unknown"",""URL"":"""",""Type"":""unknown""}",,Unknown,[],"[{""Timestamp"":1175272940000,""File"":""c06f0eb818633033f09a87d14c4cfb6f39af9a37.jar""}]",[]
classworlds,2.5.2,,"{""Name"":""classworlds"",""URL"":""https://fedoraproject.org/wiki/Licensing/Plexus_Classworlds_License"",""Type"":""permissive""}",,java,"[""classloader""]","[{""Timestamp"":1506008168000,""File"":""a50608ea9de51294558e9e3b6377229ec049cc6a.jar""}]",[]
jackson-databind,2.9.6,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}",,java,"[""binding"",""json""]","[{""Timestamp"":1540273444000,""File"":""038076997b10f5c762a210ea8b9f6099da35ac5f.jar""}]","[{""CVE"":""CVE-2018-1000873"",""Date"":1545326940000,""CVSS"":""4.3"",""Type"":""Exact Match""},{""CVE"":""CVE-2018-14718"",""Date"":1546453740000,""CVSS"":""7.5"",""Type"":""Exact Match""},{""CVE"":""CVE-2018-14719"",""Date"":1546453740000,""CVSS"":""7.5"",""Type"":""Exact Match""},{""CVE"":""CVE-2018-14720"",""Date"":1546453740000,""CVSS"":""7.5"",""Type"":""Exact Match""},{""CVE"":""CVE-2018-14721"",""Date"":1546453740000,""CVSS"":""7.5"",""Type"":""Exact Match""},{""CVE"":""CVE-2018-19360"",""Date"":1546453740000,""CVSS"":""7.5"",""Type"":""Exact Match""},{""CVE"":""CVE-2018-19361"",""Date"":1546453740000,""CVSS"":""7.5"",""Type"":""Exact Match""},{""CVE"":""CVE-2018-19362"",""Date"":1546453740000,""CVSS"":""7.5"",""Type"":""Exact Match""},{""CVE"":""CVE-2019-17267"",""Date"":1570407300000,""CVSS"":""7.5"",""Type"":""Exact Match""},{""CVE"":""CVE-2019-14540"",""Date"":1568585700000,""CVSS"":""7.5"",""Type"":""Exact Match""},{""CVE"":""CVE-2019-16335"",""Date"":1568585700000,""CVSS"":""7.5"",""Type"":""Exact Match""},{""CVE"":""CVE-2019-12814"",""Date"":1560953700000,""CVSS"":""4.3"",""Type"":""Exact Match""},{""CVE"":""CVE-2019-12384"",""Date"":1561392900000,""CVSS"":""4.3"",""Type"":""Exact Match""},{""CVE"":""CVE-2019-12086"",""Date"":1558114140000,""CVSS"":""5.0"",""Type"":""Exact Match""},{""CVE"":""CVE-2019-17531"",""Date"":1570914900000,""CVSS"":""7.5"",""Type"":""Exact Match""},{""CVE"":""CVE-2019-16942"",""Date"":1569950100000,""CVSS"":""7.5"",""Type"":""Exact Match""},{""CVE"":""CVE-2019-16943"",""Date"":1569950100000,""CVSS"":""7.5"",""Type"":""Exact Match""},{""CVE"":""CVE-2019-14379"",""Date"":1564402500000,""CVSS"":""7.5"",""Type"":""Exact Match""},{""CVE"":""CVE-2019-14439"",""Date"":1564485300000,""CVSS"":""5.0"",""Type"":""Exact Match""}]"
javax-inject,1.0.0,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}",,Unknown,[],"[{""Timestamp"":1510925494000,""File"":""27ec9bf75acc7e586f7971e0db53affea78d3228.jar""}]",[]
plexus-build-api,0.0.4,,"{""Name"":""unknown"",""URL"":"""",""Type"":""unknown""}",,Unknown,[],"[{""Timestamp"":1234543428000,""File"":""8fdcf45c2fad3052a51385fdfc79753d9124a1a7.jar""}]",[]
org.eclipse.jgit,4.4.0.201606070830,,"{""Name"":""unknown"",""URL"":"""",""Type"":""unknown""}",,Unknown,[],"[{""Timestamp"":1465289638000,""File"":""f0292234d1f57542cca80d7b9a441d8ab26f6860.jar""}]",[]
aopalliance,1.0,,"{""Name"":""Public domain"",""URL"":""http://en.wikipedia.org/wiki/Public_domain"",""Type"":""permissive""}","http://aopalliance.sourceforge.net",Unknown,[],"[{""Timestamp"":1079708224000,""File"":""0235ba8b489512805ac13a8f9ea77a1ca5ebe3e8.jar""}]",[]
groovy,2.4.6,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}",,java,"[""language""]","[{""Timestamp"":1157541304000,""File"":""478feadca929a946b2f1fb962bb2179264759821.jar""}]","[{""CVE"":""CVE-2016-6814"",""Date"":1516300140000,""CVSS"":""7.5"",""Type"":""Exact Match""}]"
plexus-interactivity-api,1.0-alpha-4,,"{""Name"":""unknown"",""URL"":"""",""Type"":""unknown""}",,Unknown,[],"[{""Timestamp"":1129158364000,""File"":""0a8f1178664a5457eef3f4531eb62f9505e1295f.jar""}]",[]
archetype-common,2.4,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}",,Unknown,[],"[{""Timestamp"":1439162080000,""File"":""10d6ac8f15fb409fbbf14583f081507926e7910c.jar""}]",[]
svnkit,1.3.5,,"{""Name"":""TMate"",""URL"":""https://svnkit.com/license.html"",""Type"":""copyleft""}",https://svnkit.com/,Unknown,[],"[{""Timestamp"":1294410798000,""File"":""72ac6e6fb1adc25bb8af80f26c309c413453e423.jar""}]",[]
jetty-security,9.3.3.v20150827,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}","http://www.eclipse.org/jetty",Unknown,[],"[{""Timestamp"":1440671768000,""File"":""f16380ce45d157f75849f9e07873257fccf38451.jar""}]",[]
guice,4.0,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}",,java,"[""utility""]","[{""Timestamp"":1498756250000,""File"":""fe4bec760c88409d0acbeb38dc1ae1bf922577ac.jar""}]",[]
wagon-provider-api,3.0.0,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}",,Unknown,[],"[{""Timestamp"":1510187350000,""File"":""7cb1eac766e8a2f52a2bf25c4c4516bf4274b4bb.jar""}]",[]
jansi,1.16,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}",,Unknown,[],"[{""Timestamp"":1499845152000,""File"":""2628dcb59b5acc399f428ecd40678c14b202e901.jar""}]",[]
osgi-resource-locator,1.0.1,,"{""Name"":""unknown"",""URL"":"""",""Type"":""unknown""}",,Unknown,[],"[{""Timestamp"":1427979570000,""File"":""b58cccb7c875480eaafdde54a68c46d6c46c905b.jar""}]",[]
struts-tiles,1.3.8,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}",http://struts.apache.org,Unknown,[],"[{""Timestamp"":1172914716000,""File"":""6d212f8ea5d908bc9906e669428b7694dff60785.jar""}]",[]
xpp3_min,1.1.4c,,"{""Name"":""Public domain"",""URL"":""http://en.wikipedia.org/wiki/Public_domain"",""Type"":""permissive""}","http://www.extreme.indiana.edu/",Unknown,[],"[{""Timestamp"":1163191234000,""File"":""19d4e90b43059058f6e056f794f0ea4030d60b86.jar""}]",[]
maven-resources-plugin,2.4,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}",,Unknown,[],"[{""Timestamp"":1250880232000,""File"":""f441d5f42357a55198711a23da22507c03b2890d.jar""}]",[]
asm,5.0.1,,"{""Name"":""BSD"",""URL"":""http://www.linfo.org/bsdlicense.html"",""Type"":""permissive""}",http://www.ow2.org/,Unknown,[],"[{""Timestamp"":1395573248000,""File"":""2fd56467a018aafe6ec6a73ccba520be4a7e1565.jar""}]",[]
hibernate,4.3.9,,"{""Name"":""unknown"",""URL"":"""",""Type"":""unknown""}",,Unknown,[],"[{""Timestamp"":1429110826000,""File"":""c0ff75e8a3ffa5a641b77c8071ec81abf8a999ef.jar""}]",[]
maven-builder-support,3.6.0,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}",,Unknown,[],"[{""Timestamp"":1554845710000,""File"":""eda847054ae1d95c5de9d6f04429a4627d9b85cf.jar""}]",[]
encoder,1.2,,"{""Name"":""BSD"",""URL"":""http://www.linfo.org/bsdlicense.html"",""Type"":""permissive""}",,Unknown,[],"[{""Timestamp"":1428680984000,""File"":""3725ab6ba4e15c574c013da7fa61b5c39ae6f9e1.jar""}]",[]
javassist,3.25.0,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}","http://www.javassist.org/",Unknown,[],"[{""Timestamp"":1555526426000,""File"":""442dc1f9fd520130bd18da938622f4f9b2e5fba3.jar""}]",[]
commons-cli,1.4,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}",,java,"[""utility""]","[{""Timestamp"":1497877890000,""File"":""3dca10cae06c7f1db18f3241678cce8166ad77c6.jar""}]",[]
jetty-servlet,9.4.11.v20180605,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}","http://www.eclipse.org/jetty",Unknown,[],"[{""Timestamp"":1540273444000,""File"":""038076997b10f5c762a210ea8b9f6099da35ac5f.jar""}]",[]
slf4j-log4j12,1.7.26,,"{""Name"":""MIT"",""URL"":""https://opensource.org/licenses/MIT"",""Type"":""permissive""}",http://www.slf4j.org,Unknown,[],"[{""Timestamp"":1550532890000,""File"":""12f5c685b71c3027fd28bcf90528ec4ec74bf818.jar""}]",[]
apache-httpclient,4.5.2,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}","https://github.com/BlackBeltTechnology/karaf-features-${project.artifactId}",Unknown,[],"[{""Timestamp"":1456073736000,""File"":""733db77aa8d9b2d68015189df76ab06304406e50.jar""}]",[]
servlet-api,,,"{""Name"":""CDDL"",""URL"":""https://opensource.org/licenses/CDDL-1.0"",""Type"":""lgpl""}",,java,"[""framework""]","[{""Timestamp"":1581381132000,""File"":""dc6d6e097a7429c948b3bb6d13f6936f3836f260.jar""}]",[]
jackson-jaxrs-base,2.9.6,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}",,Unknown,[],"[{""Timestamp"":1540273444000,""File"":""038076997b10f5c762a210ea8b9f6099da35ac5f.jar""}]",[]
maven-model-builder,3.6.0,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}",,Unknown,[],"[{""Timestamp"":1554845710000,""File"":""323983dcef41ae63e839064caa1a8bde3bd0a8b9.jar""}]",[]
httpcomponents-core,4.4.4,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}",http://www.apache.org/,Unknown,[],"[{""Timestamp"":1445882402000,""File"":""b31526a230871fbe285fbcbe2813f9c0839ae9b0.jar""}]",[]
jersey-guava,2.6,,"{""Name"":""CDDL+GPL"",""URL"":""https://glassfish.java.net/public/CDDL+GPL.html"",""Type"":""lgpl""}",,Unknown,[],"[{""Timestamp"":1427979570000,""File"":""b58cccb7c875480eaafdde54a68c46d6c46c905b.jar""}]",[]
plexus-sec-dispatcher,1.3,,"{""Name"":""unknown"",""URL"":"""",""Type"":""unknown""}","http://spice.sonatype.org/${project.artifactId}",Unknown,[],"[{""Timestamp"":1241021110000,""File"":""dedc02034fb8fcd7615d66593228cb71709134b4.jar""}]",[]
plexus-sec-dispatcher,1.4,,"{""Name"":""unknown"",""URL"":"""",""Type"":""unknown""}","http://spice.sonatype.org/${project.artifactId}",Unknown,[],"[{""Timestamp"":1501763358000,""File"":""af067f6c796b5c283c4e3c6dedfd608c64ac1bd7.jar""}]",[]
jetty-http,9.4.11.v20180605,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}",,Unknown,[],"[{""Timestamp"":1540273444000,""File"":""038076997b10f5c762a210ea8b9f6099da35ac5f.jar""}]",[]
spring-orm,4.1.4,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}","https://spring.io/projects/spring-framework",Unknown,[],"[{""Timestamp"":1419906976000,""File"":""ed472f38daecf6a994ff1dc0355e1bd10acdcda2.jar""}]",[]
commons-lang,2.4,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}","http://commons.apache.org/lang/",Unknown,[],"[{""Timestamp"":1205536778000,""File"":""16313e02a793435009f1e458fa4af5d879f6fb11.jar""}]",[]
jcl-over-slf4j,1.6.0,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}",http://www.slf4j.org,Unknown,[],"[{""Timestamp"":1273322082000,""File"":""53f8752e867ac9c90ab27ea9afd4e84df9abeade.jar""}]",[]
commons-lang,2.6,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}","http://commons.apache.org/lang/",Unknown,[],"[{""Timestamp"":1294959912000,""File"":""0ce1edb914c94ebc388f086c6827e8bdeec71ac2.jar""}]",[]
jetty,9.4.11.v20180605,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}",,java,"[""protocol"",""server""]","[{""Timestamp"":1540273444000,""File"":""038076997b10f5c762a210ea8b9f6099da35ac5f.jar""}]",[]
commons-collections,3.2.2,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}","http://commons.apache.org/collections/",Unknown,[],"[{""Timestamp"":1447370716000,""File"":""8ad72fe39fa8c91eaaf12aadb21e0c3661fe26d5.jar""}]",[]
guava,19.0,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}",,java,"[""utility""]","[{""Timestamp"":1450397302000,""File"":""b2190d6c083697d50898120ce962b5e4a290de3d.jar""}]","[{""CVE"":""CVE-2018-10237"",""Date"":1524778140000,""CVSS"":""4.3"",""Type"":""Exact Match""}]"
jetty-util,8.1.15.v20140411,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}","http://www.eclipse.org/jetty",Unknown,[],"[{""Timestamp"":1427979570000,""File"":""b58cccb7c875480eaafdde54a68c46d6c46c905b.jar""}]",[]
maven-resolver-util,1.3.1,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}",,Unknown,[],"[{""Timestamp"":1551791242000,""File"":""1811007798d69a026179ee8a1067065ed077821b.jar""}]",[]
