Name,Version,LatestVersion,License,Website,ComponentType,Labels,Files,Vulnerabilities
httpcomponents-client,4.5.2,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}","http://hc.apache.org/httpcomponents-client",Unknown,[],"[{""Timestamp"":1456073736000,""File"":""733db77aa8d9b2d68015189df76ab06304406e50.jar""}]",[]
commons-beanutils,1.9.3,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}","https://commons.apache.org/proper/commons-beanutils/",Unknown,[],"[{""Timestamp"":1474478392000,""File"":""c845703de334ddc6b4b3cd26835458cb1cba1f3d.jar""}]","[{""CVE"":""CVE-2019-10086"",""Date"":1566335700000,""CVSS"":""7.5"",""Type"":""Exact Match""}]"
httpcomponents-client,4.5.3,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}",,java,"[""client"",""protocol""]","[{""Timestamp"":1510187350000,""File"":""308b62c17d0364cc76335f2c6ca23ad2848d1679.jar""}]",[]
reflectutils,0.9.14,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}","http://code.google.com/p/reflectutils/",Unknown,[],"[{""Timestamp"":1270486556000,""File"":""41456846508d467dd0e107cf3b7a101cd6c1a38f.jar""}]",[]
jetty-security,8.1.15.v20140411,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}","http://www.eclipse.org/jetty",Unknown,[],"[{""Timestamp"":1427979570000,""File"":""b58cccb7c875480eaafdde54a68c46d6c46c905b.jar""}]",[]
jetty-util,9.4.11.v20180605,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}","http://www.eclipse.org/jetty",Unknown,[],"[{""Timestamp"":1540273444000,""File"":""038076997b10f5c762a210ea8b9f6099da35ac5f.jar""}]",[]
jackson-databind,,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}",,java,"[""json"",""mapping""]","[{""Timestamp"":1373832168000,""File"":""1ee2f2bed0e5dd29d1cb155a166e6f8d50bbddb7.jar""}]","[{""CVE"":""CVE-2018-1000873"",""Date"":1545326940000,""CVSS"":""4.3"",""Type"":""Exact Match""},{""CVE"":""CVE-2018-14718"",""Date"":1546453740000,""CVSS"":""7.5"",""Type"":""Exact Match""},{""CVE"":""CVE-2018-7489"",""Date"":1519658940000,""CVSS"":""7.5"",""Type"":""Exact Match""},{""CVE"":""CVE-2018-11307"",""Date"":1562688900000,""CVSS"":""7.5"",""Type"":""Exact Match""},{""CVE"":""CVE-2018-5968"",""Date"":1516595340000,""CVSS"":""5.1"",""Type"":""Exact Match""},{""CVE"":""CVE-2017-15095"",""Date"":1517930940000,""CVSS"":""7.5"",""Type"":""Exact Match""},{""CVE"":""CVE-2019-14540"",""Date"":1568585700000,""CVSS"":""7.5"",""Type"":""Exact Match""},{""CVE"":""CVE-2019-16335"",""Date"":1568585700000,""CVSS"":""7.5"",""Type"":""Exact Match""},{""CVE"":""CVE-2019-16942"",""Date"":1569950100000,""CVSS"":""7.5"",""Type"":""Exact Match""},{""CVE"":""CVE-2019-16943"",""Date"":1569950100000,""CVSS"":""7.5"",""Type"":""Exact Match""},{""CVE"":""CVE-2019-17267"",""Date"":1570407300000,""CVSS"":""7.5"",""Type"":""Exact Match""},{""CVE"":""CVE-2019-17531"",""Date"":1570914900000,""CVSS"":""7.5"",""Type"":""Exact Match""},{""CVE"":""CVE-2018-12022"",""Date"":1553184000000,""CVSS"":""5.1"",""Type"":""Exact Match""},{""CVE"":""CVE-2018-12023"",""Date"":1553184000000,""CVSS"":""5.1"",""Type"":""Exact Match""},{""CVE"":""CVE-2018-14719"",""Date"":1546453740000,""CVSS"":""7.5"",""Type"":""Exact Match""},{""CVE"":""CVE-2018-14720"",""Date"":1546453740000,""CVSS"":""7.5"",""Type"":""Exact Match""},{""CVE"":""CVE-2018-14721"",""Date"":1546453740000,""CVSS"":""7.5"",""Type"":""Exact Match""},{""CVE"":""CVE-2019-14379"",""Date"":1564402500000,""CVSS"":""7.5"",""Type"":""Exact Match""},{""CVE"":""CVE-2018-19360"",""Date"":1546453740000,""CVSS"":""7.5"",""Type"":""Exact Match""},{""CVE"":""CVE-2018-19361"",""Date"":1546453740000,""CVSS"":""7.5"",""Type"":""Exact Match""},{""CVE"":""CVE-2018-19362"",""Date"":1546453740000,""CVSS"":""7.5"",""Type"":""Exact Match""},{""CVE"":""CVE-2019-12086"",""Date"":1558114140000,""CVSS"":""5.0"",""Type"":""Exact Match""},{""CVE"":""CVE-2019-12814"",""Date"":1560953700000,""CVSS"":""4.3"",""Type"":""Exact Match""},{""CVE"":""CVE-2019-14439"",""Date"":1564485300000,""CVSS"":""5.0"",""Type"":""Exact Match""},{""CVE"":""CVE-2019-12384"",""Date"":1561392900000,""CVSS"":""4.3"",""Type"":""Exact Match""},{""CVE"":""CVE-2017-17485"",""Date"":1515608940000,""CVSS"":""7.5"",""Type"":""Exact Match""},{""CVE"":""CVE-2017-7525"",""Date"":1517930940000,""CVSS"":""7.5"",""Type"":""Exact Match""}]"
hapi-structures-v25,2.1,,"{""Name"":""MPL"",""URL"":""https://www.mozilla.org/en-US/MPL/"",""Type"":""lgpl""}",,Unknown,[],"[{""Timestamp"":1363439396000,""File"":""7d37e5925b7d63624f787f68cff7c78c4b343105.jar""}]",[]
hk2-utils,2.2.0,,"{""Name"":""unknown"",""URL"":"""",""Type"":""unknown""}",,Unknown,[],"[{""Timestamp"":1427979570000,""File"":""b58cccb7c875480eaafdde54a68c46d6c46c905b.jar""}]",[]
"maven-scm-provider-git-commons",1.7,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}",,Unknown,[],"[{""Timestamp"":1335453936000,""File"":""627186000b9a1f2f5cf1f31d367247e5c2acb75a.jar""}]",[]
hapi-structures-v25,2.0,,"{""Name"":""MPL"",""URL"":""https://www.mozilla.org/en-US/MPL/"",""Type"":""lgpl""}",,Unknown,[],"[{""Timestamp"":1342280138000,""File"":""5b5580ba1fe391253004295b2f84461450a0d244.jar""}]",[]
org.eclipse.sisu.inject,0.3.2,,"{""Name"":""EPL"",""URL"":""http://www.eclipse.org/legal/epl-v10.html"",""Type"":""permissive""}",,Unknown,[],"[{""Timestamp"":1467302376000,""File"":""e4bb580b57c1ec79a5aec994485190c8d631299b.jar""}]",[]
wagon-file,3.0.0,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}",,Unknown,[],"[{""Timestamp"":1510187350000,""File"":""927a69acebac32faa0053f5d0b9c987704a762ec.jar""}]",[]
mysql-jdbc,5.1.45,,"{""Name"":""GPL"",""URL"":""https://www.gnu.org/licenses/gpl.html"",""Type"":""copyleft""}",http://www.oracle.com,Unknown,[],"[{""Timestamp"":1511339482000,""File"":""ee64ec436a87c35362176ea300d69c912d1cbeac.jar""}]",[]
spring-web,4.1.4,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}","https://spring.io/projects/spring-framework",Unknown,[],"[{""Timestamp"":1419906964000,""File"":""7404de727a6b07634b55e9b7788e89cb76785932.jar""}]","[{""CVE"":""CVE-2018-11040"",""Date"":1529940540000,""CVSS"":""4.3"",""Type"":""Exact Match""},{""CVE"":""CVE-2018-11039"",""Date"":1529940540000,""CVSS"":""4.3"",""Type"":""Exact Match""}]"
jetty-util,9.3.3.v20150827,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}","http://www.eclipse.org/jetty",Unknown,[],"[{""Timestamp"":1440671768000,""File"":""751450d4045a6d85bfcfe9e8f70337ac4096423c.jar""}]",[]
jackson,1.9.13,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}",http://fasterxml.com,Unknown,[],"[{""Timestamp"":1373832160000,""File"":""3c304d70f42f832e0a86d45bd437f692129299a4.jar""}]",[]
reflectutils,0.9.20,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}","http://code.google.com/p/reflectutils/",Unknown,[],"[{""Timestamp"":1429464964000,""File"":""c4e36085243e8e3e004651d9583caf22d4738420.jar""}]",[]
plexus-interpolation,1.12,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}",,Unknown,[],"[{""Timestamp"":1250879696000,""File"":""d5b7f6c49a9c6e42ccd7b01dbbc68b63d7dd8087.jar""}]",[]
maven-plugin-tools-api,3.4,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}",,Unknown,[],"[{""Timestamp"":1420153064000,""File"":""998381f1f85cc2805836de62a0cdeaa0e863a077.jar""}]",[]
xalan,2.7.0,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}","http://xml.apache.org/xalan-j/",Unknown,[],"[{""Timestamp"":1056970508000,""File"":""a33c0097f1c70b20fa7ded220ea317eb3500515e.jar""}]","[{""CVE"":""CVE-2014-0107"",""Date"":1397603580000,""CVSS"":""7.5"",""Type"":""Exact Match""}]"
"maven-scm-provider-perforce",1.7,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}",,Unknown,[],"[{""Timestamp"":1335453930000,""File"":""e047f243f6adf9b773710db89e98cc674922e8ce.jar""}]",[]
"maven-scm-provider-svnexe",1.7,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}",,Unknown,[],"[{""Timestamp"":1335453952000,""File"":""881354400bf3d54b7d04edf160b86e87a5e98d06.jar""}]",[]
jaxb-api,2.3.0,,"{""Name"":""unknown"",""URL"":"""",""Type"":""unknown""}",,Unknown,[],"[{""Timestamp"":1540273444000,""File"":""038076997b10f5c762a210ea8b9f6099da35ac5f.jar""}]",[]
"jackson-module-jaxb-annotations",2.9.6,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}","https://github.com/FasterXML/jackson-modules-base",Unknown,[],"[{""Timestamp"":1540273444000,""File"":""038076997b10f5c762a210ea8b9f6099da35ac5f.jar""}]",[]
ehcache,2.10.0,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}",http://ehcache.org,Unknown,[],"[{""Timestamp"":1427979570000,""File"":""b58cccb7c875480eaafdde54a68c46d6c46c905b.jar""}]",[]
"maven-resolver-transport-wagon",1.3.1,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}",,Unknown,[],"[{""Timestamp"":1551791242000,""File"":""032b3cfbae04eec5e4d4ae9e199699ad0de39dc3.jar""}]",[]
plexus-utils,1.5.1,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}",,Unknown,[],"[{""Timestamp"":1203596010000,""File"":""342d1eb41a2bc7b52fa2e54e9872463fc86e2650.jar""}]","[{""CVE"":""CVE-2017-1000487"",""Date"":1515011340000,""CVSS"":""7.5"",""Type"":""Exact Match""}]"
xstream,1.4.11.1,,"{""Name"":""BSD"",""URL"":""http://www.linfo.org/bsdlicense.html"",""Type"":""permissive""}",,Unknown,[],"[{""Timestamp"":1540588006000,""File"":""6c120c45a8c480bb2fea5b56502e3993ddd74fd2.jar""}]",[]
maven-scm-api,1.7,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}",,Unknown,[],"[{""Timestamp"":1335453966000,""File"":""af1c74c7b6fe03934c7e109d4ca71379d35443b6.jar""}]",[]
javax.transaction-api,1.2,,"{""Name"":""CDDL+GPL"",""URL"":""https://glassfish.java.net/public/CDDL+GPL.html"",""Type"":""lgpl""}","https://glassfish.java.net",Unknown,[],"[{""Timestamp"":1368457890000,""File"":""d81aff979d603edd90dcd8db2abc1f4ce6479e3e.jar""}]",[]
plexus-interpolation,1.24,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}",,Unknown,[],"[{""Timestamp"":1497879166000,""File"":""6ffa215e43a09277cc5e6972c85ac949f1ae29d0.jar""}]",[]
jetty-xml,9.3.3.v20150827,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}","http://www.eclipse.org/jetty",Unknown,[],"[{""Timestamp"":1440671768000,""File"":""8e315a62deae405a3e5cf5e9e18a3391a6bc0b06.jar""}]",[]
jackson-annotations,2.3.0,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}","http://github.com/FasterXML/jackson",Unknown,[],"[{""Timestamp"":1427979570000,""File"":""b58cccb7c875480eaafdde54a68c46d6c46c905b.jar""}]",[]
"maven-scm-provider-clearcase",1.7,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}",,Unknown,[],"[{""Timestamp"":1335453948000,""File"":""fe97d777ad35877deb8fcc171f294359867f734f.jar""}]",[]
liquibase-core,2.0.5,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}",http://www.liquibase.org,Unknown,[],"[{""Timestamp"":1335940220000,""File"":""8cd577e200d45d9f6031ad0e7add6a2d819f2de0.jar""}]",[]
hibernate-validator,4.2.0,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}",,Unknown,[],"[{""Timestamp"":1308574932000,""File"":""eac2db0a9d86a9749724fe93d43afffa8106f25e.jar""}]","[{""CVE"":""CVE-2014-3558"",""Date"":1412088900000,""CVSS"":""5.0"",""Type"":""Exact Match""}]"
ant-nodeps,1.8.1,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}",,Unknown,[],"[{""Timestamp"":1272650494000,""File"":""24a049c1581192602fc4e16d311d5351e6678a44.jar""}]",[]
commons-lang3,3.1,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}","http://commons.apache.org/proper/commons-lang/",Unknown,[],"[{""Timestamp"":1320879362000,""File"":""905075e6c80f206bbe6cf1e809d2caa69f420c76.jar""}]",[]
wagon-http-shared,3.0.0,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}",,Unknown,[],"[{""Timestamp"":1510187350000,""File"":""308b62c17d0364cc76335f2c6ca23ad2848d1679.jar""}]",[]
"maven-repository-metadata",3.6.0,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}",,Unknown,[],"[{""Timestamp"":1554845710000,""File"":""5f85c159c055a07e950fcc615bdbc9cb719f694c.jar""}]",[]
commons-lang3,3.8,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}",,java,"[""utility""]","[{""Timestamp"":1549404588000,""File"":""18484e6eeca02e1a97a77d81036eb9d6ebd15f3d.jar""}]",[]
"jboss-transaction-api_1.2_spec",1.0.0,,"{""Name"":""GPL-classpath"",""URL"":""https://spdx.org/licenses/GPL-2.0-with-classpath-exception.html"",""Type"":""permissive""}",,Unknown,[],"[{""Timestamp"":1381247036000,""File"":""1f9fef7a9fcbb41cc390fc370a291cf30729e094.jar""}]",[]
commons-lang3,3.9,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}","http://commons.apache.org/proper/commons-lang/",Unknown,[],"[{""Timestamp"":1554931058000,""File"":""0122c7cee69b53ed4a7681c03d4ee4c0e2765da5.jar""}]",[]
h2-database,1.4.190,,"{""Name"":""unknown"",""URL"":"""",""Type"":""unknown""}",,Unknown,[],"[{""Timestamp"":1444575270000,""File"":""df71536d44e3b07f0c15bb632cac51956c55fc3e.jar""}]",[]
commons-modeler,,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}",,java,"[""utility""]","[{""Timestamp"":1581381132000,""File"":""dc6d6e097a7429c948b3bb6d13f6936f3836f260.jar""}]",[]
maven-model,3.6.0,,"{""Name"":""unknown"",""URL"":"""",""Type"":""unknown""}",,Unknown,[],"[{""Timestamp"":1554845710000,""File"":""1f998ea9cf347cfce256dd966e17627df0461a2d.jar""}]",[]
websocket-server,9.3.3.v20150827,,"{""Name"":""unknown"",""URL"":"""",""Type"":""unknown""}",,Unknown,[],"[{""Timestamp"":1440671768000,""File"":""fbe01c485178afec646b921f17752c768fde5ffe.jar""}]",[]
maven-script-interpreter,1.0,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}",,Unknown,[],"[{""Timestamp"":1321375660000,""File"":""876844ffd3733226435bf9a1bf44c2dffb109c28.jar""}]",[]
"jackson-jaxrs-json-provider",2.3.3,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}",,Unknown,[],"[{""Timestamp"":1427979570000,""File"":""b58cccb7c875480eaafdde54a68c46d6c46c905b.jar""}]",[]
hibernate-jpa-2.1-api,1.0.0,,"{""Name"":""EPL"",""URL"":""http://www.eclipse.org/legal/epl-v10.html"",""Type"":""permissive""}",http://hibernate.org,Unknown,[],"[{""Timestamp"":1374791560000,""File"":""5e731d961297e5a07290bfaf3db1fbc8bbbf405a.jar""}]",[]
apache-jsp,8.0.23.m1,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}",,Unknown,[],"[{""Timestamp"":1435923884000,""File"":""f8cadce1d566908f9851a6caf47d33ab6497e135.jar""}]",[]
"plexus-component-annotations",1.7.1,,"{""Name"":""unknown"",""URL"":"""",""Type"":""unknown""}",,Unknown,[],"[{""Timestamp"":1510057920000,""File"":""1a9fb7b1ade770b1e9d0862de226f7b9287dbaaf.jar""}]",[]
antlr,2.7.7,,"{""Name"":""BSD"",""URL"":""http://www.linfo.org/bsdlicense.html"",""Type"":""permissive""}",http://www.antlr.org/,Unknown,[],"[{""Timestamp"":1157541304000,""File"":""83cd2cd674a217ade95a4bb83a8a14f351f48bd0.jar""}]",[]
maven-scm-provider-hg,1.7,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}",,Unknown,[],"[{""Timestamp"":1335453958000,""File"":""e5cce040a4963bb52e486493175090feb66210ed.jar""}]",[]
jackson,2.9.0,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}","https://github.com/FasterXML/jackson-core",Unknown,[],"[{""Timestamp"":1501362154000,""File"":""88e7c6220be3b3497b3074d3fc7754213289b987.jar""}]",[]
cglib,,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}",,java,"[""utility""]","[{""Timestamp"":1381447528000,""File"":""8df582421867cf7298658e00cd2e9e460b697b05.jar""},{""Timestamp"":1193671440000,""File"":""59afed7ab65e7ec6585d5bc60556c3cbd203532b.jar""}]",[]
jackson,2.9.6,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}",,java,"[""json"",""parser""]","[{""Timestamp"":1540273444000,""File"":""038076997b10f5c762a210ea8b9f6099da35ac5f.jar""}]",[]
jtype,0.1.1,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}","http://jtype.googlecode.com/",Unknown,[],"[{""Timestamp"":1308574932000,""File"":""eac2db0a9d86a9749724fe93d43afffa8106f25e.jar""}]",[]
jsp,,,"{""Name"":""CDDL+GPL"",""URL"":""https://glassfish.java.net/public/CDDL+GPL.html"",""Type"":""lgpl""}",,java,"[""framework""]","[{""Timestamp"":1435923884000,""File"":""f8cadce1d566908f9851a6caf47d33ab6497e135.jar""}]",[]
mchange-commons-java,0.2.3.4,,"{""Name"":""EPL"",""URL"":""http://www.eclipse.org/legal/epl-v10.html"",""Type"":""permissive""}","https://github.com/swaldman/mchange-commons-java",Unknown,[],"[{""Timestamp"":1363776240000,""File"":""5eb5a801d96f65912bcf418a831fa23c663b029b.jar""}]",[]
spring-tx,4.1.4,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}","https://spring.io/projects/spring-framework",Unknown,[],"[{""Timestamp"":1419906926000,""File"":""7f1ffeeb32c348b34cdfb7cb24ded39540db7301.jar""}]",[]
lucene-queries,4.10.4,,"{""Name"":""unknown"",""URL"":"""",""Type"":""unknown""}",,Unknown,[],"[{""Timestamp"":1425055130000,""File"":""f3b55bc9553d622760b585550ffa6dbd082f32f3.jar""}]",[]
jackson,2.9.8,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}","https://github.com/FasterXML/jackson-core",Unknown,[],"[{""Timestamp"":1544879930000,""File"":""0f5a654e4675769c716e5b387830d19b501ca191.jar""}]",[]
commons-el,,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}",,java,"[""templating""]","[{""Timestamp"":1098711086000,""File"":""a17e8a4d9a1f7fcc5eed606721c9ed6b7f18acf7.jar""}]",[]
maven-resolver-spi,1.3.1,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}",,Unknown,[],"[{""Timestamp"":1551791242000,""File"":""9271255e6a64bb0a71d8a2e7685550e1a017aa4f.jar""}]",[]
aopalliance,2.2.0,,"{""Name"":""Public domain"",""URL"":""http://en.wikipedia.org/wiki/Public_domain"",""Type"":""permissive""}",,java,"[""aspect""]","[{""Timestamp"":1427979570000,""File"":""b58cccb7c875480eaafdde54a68c46d6c46c905b.jar""}]",[]
jetty-continuation,8.1.15.v20140411,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}","http://www.eclipse.org/jetty",Unknown,[],"[{""Timestamp"":1427979570000,""File"":""b58cccb7c875480eaafdde54a68c46d6c46c905b.jar""}]",[]
"management-ehcache-common",2.10.0,,"{""Name"":""unknown"",""URL"":"""",""Type"":""unknown""}",,Unknown,[],"[{""Timestamp"":1427979570000,""File"":""b58cccb7c875480eaafdde54a68c46d6c46c905b.jar""}]",[]
javax.websocket-api,1.1,,"{""Name"":""CDDL+GPL"",""URL"":""https://glassfish.java.net/public/CDDL+GPL.html"",""Type"":""lgpl""}","http://websocket-spec.java.net",Unknown,[],"[{""Timestamp"":1551118788000,""File"":""2797d09609e22c8fc6bcc6104d01254638c85c1f.jar""}]",[]
dom4j,1.6.1,,"{""Name"":""BSD"",""URL"":""http://www.linfo.org/bsdlicense.html"",""Type"":""permissive""}","http://sourceforge.net/projects/dom4j",Unknown,[],"[{""Timestamp"":1116253060000,""File"":""5d3ccc056b6f056dbf0dddfdf43894b9065a8f94.jar""}]","[{""CVE"":""CVE-2018-1000632"",""Date"":1534793460000,""CVSS"":""6.4"",""Type"":""Exact Match""}]"
"management-ehcache-common",2.10.6,,"{""Name"":""unknown"",""URL"":"""",""Type"":""unknown""}",,Unknown,[],"[{""Timestamp"":1540273444000,""File"":""038076997b10f5c762a210ea8b9f6099da35ac5f.jar""}]",[]
"maven-scm-provider-svn-commons",1.7,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}",,Unknown,[],"[{""Timestamp"":1335453954000,""File"":""e6c072c98ff6750898714152a2b46f9bb6489f8b.jar""}]",[]
"jersey-container-servlet-core",2.6,,"{""Name"":""unknown"",""URL"":"""",""Type"":""unknown""}",,Unknown,[],"[{""Timestamp"":1427979570000,""File"":""b58cccb7c875480eaafdde54a68c46d6c46c905b.jar""}]",[]
jetty-http,8.1.15.v20140411,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}",,Unknown,[],"[{""Timestamp"":1427979570000,""File"":""b58cccb7c875480eaafdde54a68c46d6c46c905b.jar""}]",[]
maven-core,3.6.0,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}",,Unknown,[],"[{""Timestamp"":1554845710000,""File"":""81f680cb9b0ded122a77c82230ff33ae3ae0881f.jar""}]",[]
asm,2.2.0,,"{""Name"":""BSD"",""URL"":""http://www.linfo.org/bsdlicense.html"",""Type"":""permissive""}",,java,"[""bytecode"",""parser""]","[{""Timestamp"":1427979570000,""File"":""b58cccb7c875480eaafdde54a68c46d6c46c905b.jar""}]",[]
junit,4.12,,"{""Name"":""EPL"",""URL"":""http://www.eclipse.org/legal/epl-v10.html"",""Type"":""permissive""}",http://www.junit.org,Unknown,[],"[{""Timestamp"":1417691688000,""File"":""2973d150c0dc1fefe998f834810d68f278ea58ec.jar""}]",[]
slf4j-log4j12,,,"{""Name"":""MIT"",""URL"":""https://opensource.org/licenses/MIT"",""Type"":""permissive""}",,java,"[""logging"",""plugin"",""utility""]","[{""Timestamp"":1554845710000,""File"":""1512066dcd57da4f235269f0ccb8c9d18d0d41dd.jar""}]",[]
"hibernate-commons-annotations",4.0.5,,"{""Name"":""LGPL"",""URL"":""https://www.gnu.org/copyleft/lesser.html"",""Type"":""lgpl""}",http://hibernate.org,Unknown,[],"[{""Timestamp"":1405121020000,""File"":""2a581b9edb8168e45060d8bad8b7f46712d2c52c.jar""}]",[]
gson,2.8.0,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}",,Unknown,[],"[{""Timestamp"":1477522922000,""File"":""c4ba5371a29ac9b2ad6129b1d39ea38750043eff.jar""}]",[]
"management-ehcache-impl-v1",2.10.6,,"{""Name"":""unknown"",""URL"":"""",""Type"":""unknown""}",,Unknown,[],"[{""Timestamp"":1540273444000,""File"":""038076997b10f5c762a210ea8b9f6099da35ac5f.jar""}]",[]
datatype,1.3.03,,"{""Name"":""MIT"",""URL"":""https://opensource.org/licenses/MIT"",""Type"":""permissive""}",,Unknown,[],"[{""Timestamp"":1141157674000,""File"":""cfd3ebe2f8034e660344f9108c3e2daf78c29cc3.jar""}]",[]
jetty,9.3.3.v20150827,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}","http://www.eclipse.org/jetty",Unknown,[],"[{""Timestamp"":1440671768000,""File"":""5c44e80a203abe28501ea7b56caabc50c3343fb2.jar""}]","[{""CVE"":""CVE-2017-9735"",""Date"":1497648540000,""CVSS"":""5.0"",""Type"":""Exact Match""},{""CVE"":""CVE-2017-7656"",""Date"":1530026940000,""CVSS"":""5.0"",""Type"":""Exact Match""},{""CVE"":""CVE-2017-7657"",""Date"":1530030540000,""CVSS"":""7.5"",""Type"":""Exact Match""},{""CVE"":""CVE-2017-7658"",""Date"":1530034140000,""CVSS"":""7.5"",""Type"":""Exact Match""},{""CVE"":""CVE-2018-12536"",""Date"":1530120540000,""CVSS"":""5.0"",""Type"":""Exact Match""}]"
"org.eclipse.egit.github.core",2.1.5,,"{""Name"":""EPL"",""URL"":""http://www.eclipse.org/legal/epl-v10.html"",""Type"":""permissive""}",,Unknown,[],"[{""Timestamp"":1367312840000,""File"":""e1c010e279ff0355a996f00b71512a8636e681d7.jar""}]",[]
validation-api,1.1.0,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}","http://beanvalidation.org",Unknown,[],"[{""Timestamp"":1427979570000,""File"":""b58cccb7c875480eaafdde54a68c46d6c46c905b.jar""}]",[]
jstl,1.1.2,,"{""Name"":""CDDL"",""URL"":""https://opensource.org/licenses/CDDL-1.0"",""Type"":""lgpl""}",,Unknown,[],"[{""Timestamp"":1098711086000,""File"":""3375e43c620df4f1114959400ff9bb90d12a2feb.jar""}]",[]
